query,id,user,text,created_at,likes,retweets
Python,2030286093892157490,NanouuSymeon,"How to Get a Job as an AI Developer in 6 Months:

🚀 Month 1
🧠 Learn Python basics 
📊 Understand math essentials 
📚 Learn how models work at a high level 

⚙️ Month 2
📘 Learn NumPy, Pandas, Matplotlib
🤖 Start with Machine Learning 
🔍 Build 3 ML mini-projects

🛠️ Month 3
🧠",Sat Mar 07 14:15:00 +0000 2026,170,20
Python,2030241933785022880,Govindtwtt,"Dear recruiters,
If you are looking for someone with :

Java, Python, PHP;
React, Angular, Next.js;
PostgreSQL, Redis, MongoDB;
AWS (S3, EC2, ECS, EKS);
Unix system administration;
Git &amp; CI with TDD;
Docker &amp; Kubernetes

you’re not hiring a Full Stack Developer.
You’re hiring an",Sat Mar 07 11:19:31 +0000 2026,58,5
Python,2029434104090116286,ash_twtz,"Programming Languages and their For Loops

• 🐍 Python – for i in range(n):
• ☕ Java – for(int i=0;i&lt;n;i++){}
• ⚡ C – for(int i=0;i&lt;n;i++){}
• 🛠️ C++ – for(int i=0;i&lt;n;i++){}
• 🌐 JavaScript – for(let i=0;i&lt;n;i++){}
• 🛠️ C# – for(int i=0;i&lt;n;i++){}
• 🐹 Go – for",Thu Mar 05 05:49:30 +0000 2026,972,35
Python,2027744530124951831,gemchange_ltd,https://t.co/YbXzSpFE31,Sat Feb 28 13:55:44 +0000 2026,6561,712
Python,2027781833723940949,Shruti_0810,"FREE certifications, 💯 accepted in the industry:

1. Full Stack Web Development
https://t.co/CITxKJh9yu

2. Computer Science
https://t.co/5nFSWNm4Ao

3. Software Engineering
https://t.co/TOcfW4KAaV

4. Python
https://t.co/4PB6mPaFgN

5. Python
https://t.co/rHb7ffjcFg

6. https://t.co/rkUgEvkIUK",Sat Feb 28 16:23:58 +0000 2026,768,193
Python,2029793768036331770,clcoding,"Python Coding challenge - Day 1063| What is the output of the following Python Code?

Answer with Explanation: https://t.co/yLBKfg4jbP https://t.co/YyWDMRSgLQ",Fri Mar 06 05:38:40 +0000 2026,32,4
Python,2028851955091882346,clcoding,"Distance Between Two Cities in Python

Python for GIS &amp; Spatial Intelligence https://t.co/4yNg9mEo8H https://t.co/6IBBetxbJh",Tue Mar 03 15:16:14 +0000 2026,196,40
JavaScript,2030034241178984829,Onil_coder,"🚨 $6,300 Web Development Bundle — FREE
22 step-by-step courses to become a Full-Stack Developer.
Inside the folders 👇
📁 HTML Basics
📁 HTML Advanced
📁 CSS Basics
📁 CSS Advanced
📁 PHP Basics
📁 PHP Advanced
📁 JavaScript
📁 Node.js
📁 React.js
📁 MongoDB (Basics + Advanced) https://t.co/2Gm5mbpsFk",Fri Mar 06 21:34:13 +0000 2026,182,106
JavaScript,2029277638934839605,github,It's true: TypeScript surpassed Python and JavaScript to become the most-used language on GitHub. 📈 https://t.co/jBWpykmLH1,Wed Mar 04 19:27:45 +0000 2026,5552,603
JavaScript,2029548788810146272,KaraBharat,"⚡️ JavaScript Iterator methods are worth exploring!

#JavaScript https://t.co/D26Rjm6aEM",Thu Mar 05 13:25:13 +0000 2026,124,9
JavaScript,2027383598463254647,piyush784066,"MERN Stack Developer RoadStrategy :

Step 1: 🌐 Master Web Basics
Step 2: 💻 HTML/CSS Proficiency
Step 3: 📜 Deep Dive into JavaScript
Step 4: 🔁 Version Control with Git
Step 5: 🟢 Node.js for Server-Side
Step 6: 🚏 Express.js for Routing
Step 7: 📦 NPM for Package Management",Fri Feb 27 14:01:31 +0000 2026,117,18
JavaScript,2026953264630219193,pushpendratips,"🌼 Free Full-Stack Web Development Courses

Learn step by step from scratch 👇
🔸 HTML
🔸 CSS
🔸 JavaScript
🔸 React
🔸 Python
🔸 Next.js
🔸 APIs
🔸 Node.js
🔸 TypeScript
🔸 AWS
🔸 DSA
🔸 OOP
🔸 JWT
🔸 SQL
🔸 Git &amp; GitHub
🔸 E-commerce Website
🔸 Handwritten Notes
🔸 React https://t.co/lH2kqcFyzu",Thu Feb 26 09:31:31 +0000 2026,145,59
JavaScript,2030169073821110618,SNagarani1419,"Want to become a Full-Stack Developer in 2026?

Here’s a simple roadmap most people miss 👇

1️⃣ Frontend Basics
• HTML
• CSS
• JavaScript
Build: Static Webpages
2️⃣ Tools Every Developer Uses
• Git
• GitHub
• npm
3️⃣ Frontend Frameworks
• React
• Tailwind CSS

Build: https://t.co/Q11gtNAoBj",Sat Mar 07 06:30:00 +0000 2026,9,0
JavaScript,2030191753786270114,NabilMinhaz,"🎓 Free Fullstack web development courses just for you!

- 💻 HTML
- 🎨 CSS
- 🚀 JavaScript
- ⚛️ React
- 💡 jQuery
- 🐙 Git &amp; GitHub
- 🌐 APIs
- ⚙️ Node.js
- 📊 SQL
- ➕...and more!

Here’s how to claim:

1️⃣ Like &amp; repost
2️⃣ Reply with ""Code""

(Follow me so I can DM you directly) https://t.co/cdazU9WsWq",Sat Mar 07 08:00:07 +0000 2026,70,53
JavaScript,2030129043971133941,pushpendratips,"🌈 Free Full-Stack Web Development Courses

Learn step by step from scratch 👇
🔴 HTML
🟠 CSS
🟡 JavaScript
🟢 React
🔵 Python
🟣 Next.js
🟤 APIs
⚫ Node.js
🔷 TypeScript
🟦 AWS
🟥 DSA
🟩 OOP
🟪 JWT
🟨 SQL
🔹 Git &amp; GitHub
🟠 E-commerce Website
🟡 Handwritten Notes
🟢 React https://t.co/BCRtuVzN9d",Sat Mar 07 03:50:56 +0000 2026,53,20
JavaScript,2027628714285031631,_devJNS,"2020: All I need to learn is HTML, CSS, and JavaScript, some backend, and get a good job. Tech is the future.

2026: https://t.co/x0BmCDXydf",Sat Feb 28 06:15:31 +0000 2026,378,53
JavaScript,2029905174270201973,Govindtwtt,"2001 to 2015:
HTML, CSS, javaScript === 💰 💰💰💰

2015 to 2021:
HTML,  CSS,  javaScript,  Tailwind React ==== 💰💰💰

2021 to 2024:
HTML,  CSS,  javaScript, typescript, tailwind,  Nextjs === 💰💰

2024 to 2026:
HTML,  CSS,  javaScript, typescript, tailwind,  Nextjs, SQL, node",Fri Mar 06 13:01:22 +0000 2026,660,28
JavaScript,2029825929157947440,natemcgrady,"@kentcdodds I’ve been writing TypeScript almost exclusively for years

One day I’ll learn JavaScript",Fri Mar 06 07:46:28 +0000 2026,3,0
JavaScript,2028390843892056446,Oc_paschal_code,"I’m currently working on a tourism website I found on Frontend Mentor to test and improve my knowledge of React and JavaScript.
What about you? What are you building??? https://t.co/nX6AL0aP25",Mon Mar 02 08:43:57 +0000 2026,35,4
JavaScript,2027666330980360552,sachinyadav699,"&gt; learn JavaScript
&gt; job description says “React required”
&gt; learn React
&gt; job says “Next.js preferred”
&gt; learn Next.js
&gt; role closed internally
&gt; build portfolio
&gt; recruiter: “any real-world experience?”
&gt; get internship
&gt; unpaid
&gt; accept unpaid
&gt; start freelancing
&gt; client pays https://t.co/l3m0EyhCfx",Sat Feb 28 08:45:00 +0000 2026,3448,239
JavaScript,2029434104090116286,ash_twtz,"Programming Languages and their For Loops

• 🐍 Python – for i in range(n):
• ☕ Java – for(int i=0;i&lt;n;i++){}
• ⚡ C – for(int i=0;i&lt;n;i++){}
• 🛠️ C++ – for(int i=0;i&lt;n;i++){}
• 🌐 JavaScript – for(let i=0;i&lt;n;i++){}
• 🛠️ C# – for(int i=0;i&lt;n;i++){}
• 🐹 Go – for",Thu Mar 05 05:49:30 +0000 2026,972,35
JavaScript,2029618501087023420,sachinyadav699,"When she finds out I'm a JavaScript/ Python/HTML developer instead of a
C++/Java/Rust developer

 https://t.co/prK3EqvFr6",Thu Mar 05 18:02:13 +0000 2026,197,14
JavaScript,2030021558060863937,Shruti_0810,"A realistic Full-Stack Web Development roadmap:

Most people overcomplicate this.

Here’s the actual path 👇

Frontend

→ HTML (structure)
→ CSS (Flexbox, Grid, responsive design)
→ JavaScript (DOM, async, fetch API)
→ Pick a framework: React / Vue / Angular
→ Styling: https://t.co/SG30TL2x2v",Fri Mar 06 20:43:50 +0000 2026,18,4
JavaScript,2030199690306916805,piyush784066,"Programming Languages and their Prime Eras

• 📜 Assembly – 1950s–1960s
• 📐 FORTRAN – 1957–1970s
• 📊 COBOL – 1960s–1980s
• 💡 LISP – 1960s–1980s
• 📚 BASIC – 1964–1980s
• 🐍 C – 1970s–1990s
• 🔷 Pascal – 1970s–1980s
• 🚀 C++ – 1980s–2000s
• 🌐 HTML/JavaScript –",Sat Mar 07 08:31:40 +0000 2026,85,4
JavaScript,2027620906546434421,ash_twtz,"Programming Languages and their Difficulty to Learn

• 🐍 Python — 🟢 Easy
• 🖥️ BASIC — 🟢 Easy
• 📊 Visual Basic — 🟢 Easy

• 🟨 JavaScript — 🟡 Easy–Medium
• 🐘 PHP — 🟡 Easy–Medium
• 💎 Ruby — 🟡 Easy–Medium
• 🎵 Groovy — 🟡 Easy–Medium

• ☕ Java — 🟠 Medium
• 🟣 C#",Sat Feb 28 05:44:30 +0000 2026,8047,665
JavaScript,2029922447655395713,Python_Dv,"Printing Hello World in five different languages is a classic way to understand the basics of programming syntax and structure. 

In Python, printing Hello World is very simple and readable, often done in just one line, making it beginner-friendly. 

JavaScript is commonly used https://t.co/dvB1CMD1Bg",Fri Mar 06 14:10:00 +0000 2026,66,11
AI,2030154254116438046,Shruti_0810,"This is insane…
90% of Claude users don’t realize there are 3 different Claude tools.

Claude actually has 3 modes:

• Claude Chat
• Claude Code
• Claude Cowork

Each one solves a completely different problem.

Here’s the simple breakdown 🧠👇

1️⃣ Claude Chat
The normal AI https://t.co/GTD1CCenwg",Sat Mar 07 05:31:07 +0000 2026,176,45
AI,2030020076775297367,ai_hiyo_,hey @grok remove the denim https://t.co/vPvCl6BvGi,Fri Mar 06 20:37:56 +0000 2026,3613,91
AI,2029620619743219811,OpenAI,"GPT-5.4 Thinking and GPT-5.4 Pro are rolling out now in ChatGPT.

GPT-5.4 is also now available in the API and Codex.

GPT-5.4 brings our advances in reasoning, coding, and agentic workflows into one frontier model. https://t.co/1hy6xXLAmJ",Thu Mar 05 18:10:38 +0000 2026,23068,3250
AI,2011925351656763736,claudeai,"Previously you had to switch to GitHub or your IDE to review changes in depth.

Now you can view full diffs and leave inline comments to iterate with Claude, all in one place.

Try it at https://t.co/pl7Le8rhAA",Thu Jan 15 22:15:58 +0000 2026,475,12
AI,2022009582210715925,OpenAI,"GPT-5.3-Codex-Spark is now in research preview.

You can just build things—faster. https://t.co/85LzDOgcQj",Thu Feb 12 18:07:06 +0000 2026,5792,656
AI,2029730191195656499,AIExplorerTim,5 套 GROK 提示词框架 https://t.co/jAQoCnEpNB,Fri Mar 06 01:26:02 +0000 2026,405,86
AI,2026418433911603668,claudeai,"New in Claude Code: Remote Control.

Kick off a task in your terminal and pick it up from your phone while you take a walk or join a meeting. 

Claude keeps running on your machine, and you can control the session from the Claude app or https://t.co/er6Blrr63e https://t.co/FxUVDecyVJ",Tue Feb 24 22:06:18 +0000 2026,44291,4663
AI,2030165380740874306,CodebyNihan,"80+ AI tools to finish months of work in minutes.

1. Research

- ChatGPT
- Copilot
- Gemini
- Abacus
- Perplexity

2. Image

- Fotor
- Dalle 3
- Stability AI
- Midjourney
- Microsoft Designer

3. CopyWriting

- Rytr
- Copy AI
- Writesonic
- Adcreative AI

4. Writing

- Jasper
- https://t.co/zOLJ6aL7MM",Sat Mar 07 06:15:20 +0000 2026,176,80
AI,2029967601695347124,MayorKingAI,"Higgsfield just dropped Soul Cinema

A new in-house AI photo model that generates cinematic frames with rich textures, real mood, and film-like lighting

Pair it with Soul ID for character consistency and Soul HEX for precise color control

Check these insane examples 👇 https://t.co/BbH65FXFBR",Fri Mar 06 17:09:25 +0000 2026,60,8
AI,2027240672382849256,venturetwins,"China is already automating short drama production with AI cats

(from bobos_04_11 on IG) https://t.co/QioUlytZ4l",Fri Feb 27 04:33:35 +0000 2026,6327,636
AI,1666079394631385090,lvmaoshetuite,"🏆  每日大赛  ㊙️

✅  AI美女   大赛  💚

👇  请在评论区留言跟帖  ⭕️

⚠️  来吧   展示   ❤️ https://t.co/A31YbaLDx8",Tue Jun 06 13:47:36 +0000 2023,110,19
AI,2026725771738268135,dr_cintas,"Claude Code just got an ""App Store"" for agent skills 🤯

There's a new massive library with over 250,000 agent skills that teach your AI how to do specific tasks.

→ Coding, writing, research, automation
→ Works with Claude Code, VS Code, Antigravity

And it's 100% free to use. https://t.co/4zoKj4DaAu",Wed Feb 25 18:27:33 +0000 2026,587,67
AI,2030226939496300985,Oliviacoder1,"BREAKING: ChatGPT can now run your business strategy like a $10,000 startup consultant for free.

Here are 7 AI prompts to build, validate, and scale a business faster than most founders:",Sat Mar 07 10:19:56 +0000 2026,113,61
AI,2030267296929771857,dashboardlim,"no mac mini? no problem

i've had dozens of people ask me how to run openclaw
without dropping $600+ on hardware

so i created the playbook

step by step guide on how to self host openclaw
using a cloud hosting provider

Want it FREE?

Comment 'HOST' and i'll send the full guide https://t.co/hNnAjrkWk9",Sat Mar 07 13:00:18 +0000 2026,76,13
AI,2030177752901472628,KhusbooT14835,"I make $504 a day with my AI side hustle, working 60 minutes a day.

You must have:

1. Internet
2. Mobile
3. 1 hour everyday

I am sharing my guide to help you. For today only, it's free (regularly $129).

Retweet [Mandatory] + Follow &amp; I'll DM it to you now.

 comment ""MONEY"" https://t.co/Q3z7dyEFuh",Sat Mar 07 07:04:29 +0000 2026,51,33
AI,2030361855995338790,TukiFromKL,"🚨 OpenAI's head of Robotics just resigned because the company is building lethal AI weapons with NO human authorization required.

&gt; Read that again. Lethal. Autonomy. Without. Human. Authorization.

&gt; The person who built the robots is telling you she quit because there are no https://t.co/OFMb9SS6Jv",Sat Mar 07 19:16:03 +0000 2026,207,72
AI,2029604182286856663,cursor_ai,We're introducing Cursor Automations to build always-on agents. https://t.co/uxgTbncJlM,Thu Mar 05 17:05:19 +0000 2026,6987,550
AI,2030242736453169380,heynavtoor,"BREAKING: AI can now automate daily options income with 78% win rate like professional theta traders (for free).

Here are 12 insane Claude prompts that generate consistent 0.5-2% daily returns (Save for later) https://t.co/jDOSIRYqxb",Sat Mar 07 11:22:43 +0000 2026,2017,241
AI,2030306647659385242,AITechEchoes,"Breaking: GOODBYE POWERPOINT.

CLAUDE can now create a presentation in 120 seconds.

Use these prompts instead and see the magic: https://t.co/xR3WU7LtIt",Sat Mar 07 15:36:40 +0000 2026,81,47
coding,2025104100250321092,piyush784066,"Be honest, can coding make me rich enough to buy a Rolls-Royce? https://t.co/WhPUri2Lwd",Sat Feb 21 07:03:36 +0000 2026,914,22
coding,2029618086374944771,LangChain,"📊  How to evaluate skills❓️ 

Lots of companies are building skills for coding agents. But how do you know if your skill is actually working?

It's tempting to go by vibes, but performance varies a lot across tasks — and coding agents have a huge action space, which makes that https://t.co/waWNsWpq8K",Thu Mar 05 18:00:34 +0000 2026,244,34
coding,2026903462152384563,piyush784066,"Be honest, what age did you started coding? 

me is 19😅 https://t.co/kaihHw5C45",Thu Feb 26 06:13:38 +0000 2026,1110,53
coding,2029459680871711158,Tanju_mim,"- Claude = coding. ($20/mo)
- Supabase = backend. (Free)
- Vercel = deploying. (Free)
- Namecheap = domain. ($12/yr)
- Stripe = payments. (2.9%/transaction)
- GitHub = version control. (Free)
- Resend = emails. (Free)
- Clerk = auth. (Free)
- Cloudflare = DNS. (Free)
- PostHog =",Thu Mar 05 07:31:08 +0000 2026,2616,279
coding,2030215079023817145,RodmanAi,"Everything you need to know for coding interviews in one roadmap.

Coding Interviews
│
├── 1. Data Structures
│   ├── Arrays
│   ├── Strings
│   ├── Hashmaps
│   ├── Linked Lists
│   │   ├── Singly
│   │   └── Doubly
│   ├── Stacks
│   ├──",Sat Mar 07 09:32:49 +0000 2026,323,61
coding,2028560628319727818,Hesamation,"“Claude is down. 
time to go back to hand coding.”
https://t.co/zwqZ1AOfvk",Mon Mar 02 19:58:37 +0000 2026,4266,300
coding,2029432309431320964,piyush784066,"Be honest, which one is best for coding ?

MacBook          or          ThinkPad https://t.co/nBDxb5h9aV",Thu Mar 05 05:42:22 +0000 2026,3959,82
coding,2029620984853188738,OpenAIDevs,"GPT-5.4 is here.

Native computer-use capabilities.
Up to 1M tokens of context in Codex and the API.
Best-in-class agentic coding for complex tasks.
Scalable tool search across larger ecosystems.
More efficient reasoning for long, tool-heavy workflows.

https://t.co/xuLt562S9b https://t.co/mgAuVcOvp4",Thu Mar 05 18:12:05 +0000 2026,6554,654
coding,2030371073112605089,DAIEvolutionHub,"Most people use AI wrong.

These 9 skills separate AI users from AI builders:

Master these 9 skills:

Prompt Engineering
Workflow Automation
AI Image Generation
Vibe Coding
Custom GPTs
AI Video Generation
AI-Assisted Development
Agentic Coding
RAG Systems

These are the skills https://t.co/aPcqb4Jkfz",Sat Mar 07 19:52:40 +0000 2026,11,2
coding,2029417080450347142,piyush784066,"-🤖 Claude for coding.
-🗄️ Supabase for backend.
-🚀 Vercel for deploying.
-🌐 Namecheap for domain.
-💳 Stripe for payments.
-🐙 GitHub for version control.
-📧 Resend for emails.
-🔐 Clerk for auth.
-☁️ Cloudflare for DNS.
-📊 PostHog for analytics.
-🐞 Sentry for error",Thu Mar 05 04:41:51 +0000 2026,1040,135
coding,2030074117874143654,zivdotcat,"anthropic just shipped local scheduled tasks in claude code desktop.

you can now schedule claude to run coding tasks automatically while your computer is awake.

&gt; check error logs every few hours
&gt;  detect issues
&gt; automatically open prs for fixes

and if you connect external",Sat Mar 07 00:12:41 +0000 2026,36,5
coding,2029635632918843610,OpenAIDevs,"Codex got more speed.

With /fast mode, GPT-5.4 runs 1.5x faster with the same intelligence and reasoning.

Move through coding tasks, iteration, and debugging while staying in flow. https://t.co/Xlzmeozzc4",Thu Mar 05 19:10:18 +0000 2026,2818,174
coding,2028855417955078261,Adidotdev,"claude code is fucking insane

i know literally NOTHING about coding. ZERO. and i just built a fully functioning web app in minutes.

http://localhost:3000/

check it out",Tue Mar 03 15:30:00 +0000 2026,3497,123
coding,2029760756905038028,Tech_AI_Rasel,"In 2026, degrees won’t matter.

AI skills will.

If you learn these, you’ll stay ahead of 99% of people:

1. Prompt Engineering

2. AI Automation

3. AI Agents

4. AI Image &amp; Video Creation

5. AI Coding

6. AI Marketing

7. AI Workflow Building

Start now. Thank yourself later. https://t.co/hPAi5SwtlQ",Fri Mar 06 03:27:30 +0000 2026,137,42
coding,2026725771738268135,dr_cintas,"Claude Code just got an ""App Store"" for agent skills 🤯

There's a new massive library with over 250,000 agent skills that teach your AI how to do specific tasks.

→ Coding, writing, research, automation
→ Works with Claude Code, VS Code, Antigravity

And it's 100% free to use. https://t.co/4zoKj4DaAu",Wed Feb 25 18:27:33 +0000 2026,587,67
coding,2029897285077979543,hiarun02,"With vibe coding, you accidentally learn:
- how APIs connect everything.
- why your .env file matters.
- what localhost really means.
- why deployments break but local works.
- how auth actually works.
- what really happens after npm install.
- how backend logic flows.
- how your",Fri Mar 06 12:30:01 +0000 2026,4349,249
coding,2029811333785358624,Suryanshti777,"This is wild 🤯

Most people don’t fail with AI.
They fail with prompts.

Same tool.
Completely different results.

The difference? Knowing what to ask.

So I compiled 1600+ ChatGPT prompts covering:

• Marketing &amp; growth
• Coding &amp; SaaS
• Content &amp; social
• Sales &amp; outreach https://t.co/HAQlCHhcAz",Fri Mar 06 06:48:28 +0000 2026,18,10
coding,2029620619743219811,OpenAI,"GPT-5.4 Thinking and GPT-5.4 Pro are rolling out now in ChatGPT.

GPT-5.4 is also now available in the API and Codex.

GPT-5.4 brings our advances in reasoning, coding, and agentic workflows into one frontier model. https://t.co/1hy6xXLAmJ",Thu Mar 05 18:10:38 +0000 2026,23068,3250
coding,2028709679602581644,clcoding,"Free Hard Copy Books Giveway of Python Object-Oriented Programming (5th Edition)

Participation Rule: https://t.co/eiqk8segcn https://t.co/8Kw2Eapsxb",Tue Mar 03 05:50:53 +0000 2026,304,45
technology,2029653958453498030,Ronald_vanLoon,"Hyper-realistic #Robots powered by #AI are reshaping the future of interaction
by @Khulood_Almani
  
#Robotics #Engineering #ArtificialIntelligence #Innovation #Technology https://t.co/7skDXmkYDQ",Thu Mar 05 20:23:07 +0000 2026,21,8
technology,2030136411676946918,Ronald_vanLoon,"#Robot Pod Restaurant: #Autonomous Food Delivery to Every Table
by @MrLaalpotato
 
#Innovation #EmergingTech #Tech #Technology https://t.co/X0b39yJXqj",Sat Mar 07 04:20:13 +0000 2026,17,3
technology,2028917942910657023,supabase,We are pleased to inform our community that access to Supabase’s website https://t.co/lXmejJhJgJ has now been fully restored for all users across India. We sincerely thank the Ministry of Electronics and Information Technology (MeitY) for their prompt action and constructive,Tue Mar 03 19:38:27 +0000 2026,1165,108
technology,2029889168705503395,Hey_Aivetra,"Technology teeters on the brink of disaster!

Changes happen fast, and fear fills the air.

Here are 10 tech inventions that seem too wild to be true. https://t.co/wfWn9KKgNQ",Fri Mar 06 11:57:45 +0000 2026,37,14
technology,2028459012363309232,Starlink,"Starlink Mobile is partnering with @deutschetelekom to support over 140M subscribers across 10 European countries. 

The service will be the first in the region to launch V2 next-gen technology using our new Mobile Satellite Service spectrum, which will deliver 5G speeds to cell",Mon Mar 02 13:14:50 +0000 2026,5933,1334
technology,2030174111964569845,Ronald_vanLoon,"Top 15 High Paying #AI Jobs 
by @Python_Dv

#ArtificialIntelligence #MachineLearning #ML #Technology https://t.co/Q3KnUJOtzS",Sat Mar 07 06:50:01 +0000 2026,31,16
technology,2029602367457350070,Ronald_vanLoon,"Meet the #Robot That Cleans Solar Panels on Its Own
by @XH_Lee23

#Innovation #EmergingTech #Technology #Tech https://t.co/S3GvC85yHp",Thu Mar 05 16:58:07 +0000 2026,49,16
technology,2029546687698448646,DarrelFrater,"Any founders interested in pitching my friends at Zeal Capital Partners tomorrow?

They partner with early-stage founders building enduring companies across the financial technology, healthcare, and future of learning and work categories.

💰 Check Sizes:
$250K - $500K Pre-Seed",Thu Mar 05 13:16:52 +0000 2026,172,21
technology,2029564952168534159,r0ck3t23,"SpaceX COO Gwynne Shotwell just outlined the most ambitious infrastructure commitment in the history of the technology industry.

And it starts on the ground.

Shotwell: “xAI will commit to develop 1.2 gigawatts of power as our supercomputer’s primary power source, and that will https://t.co/yXOxg3r9G1",Thu Mar 05 14:29:26 +0000 2026,299,59
technology,2029712594227822715,Ronald_vanLoon,"MIT Cheetah: The Agile Quadruped #Robot Redefining High-Performance Legged Locomotion
by @IntEngineering

#Robotics #Engineering #ArtificialIntelligence #Innovation #Technology https://t.co/KjdxTMOG9N",Fri Mar 06 00:16:07 +0000 2026,35,12
technology,2029545167980462152,iam_smx,"Elon Musk is the CTO (Chief Technology Officer)  😂

""When I see the troll emoji 🧌, its like looking in the mirror""",Thu Mar 05 13:10:49 +0000 2026,218,45
technology,2030285114396062131,Ronald_vanLoon,"A #Robot That Sees the Terrain and Predicts Its Future—5 Seconds Ahead
by @IlirAliu_
  
#Robotics #Technology #ArtificialIntelligence #MI #ML #Innovation https://t.co/WxYRrEwDrs",Sat Mar 07 14:11:06 +0000 2026,8,3
technology,2030144344615965001,mathtech789,"A+B=9
A-B=7
A^B=? https://t.co/hzEdj7v3YD",Sat Mar 07 04:51:44 +0000 2026,33,10
technology,2029917426188521965,iam_smx,"Under Secretary of War for Research and Engineering and Department of War Chief Technology Officer Emil Michael testifies that xAI’s Grok is the best AI to use because of its truth-seeking capabilities

""Grok is all in for all lawful use cases across all classified and https://t.co/YmItHEqkn7",Fri Mar 06 13:50:03 +0000 2026,289,65
technology,2030316607915094489,mathtech789,"11=11
10=20
9=27
8=32
7=? https://t.co/OKIbDFrZO9",Sat Mar 07 16:16:15 +0000 2026,13,3
technology,2029864358625333300,Ronald_vanLoon,"Inside the Rise of Construction #Robots Reshaping Modern Infrastructure
by @lukas_m_ziegler
 
#EmergingTech #Innovation #Tech #Technology https://t.co/aK3ln3bDT5",Fri Mar 06 10:19:10 +0000 2026,36,9
technology,2030303291897160181,Ronald_vanLoon,"Another Humanoid #Robot Enters the Race: The Future of #AI #Robotics Accelerates
by @XRoboHub
 
#Engineering #ArtificialIntelligence #Innovation #Technology https://t.co/I1CCrfO7ss",Sat Mar 07 15:23:20 +0000 2026,14,3
